geneNames geneIDs feature id fc pval qval
65 Ugt1a6a ENSMUSG00000054545.17 transcript 7471 8.68426722659481 0.00116361214076133 0.458794499134891
66 . NONMMUG036430.2 transcript 201476 0.13918860650951 0.00117366034662414 0.458794499134891
67 Tmem51 ENSMUSG00000040616.3 transcript 171493 0.192245689050486 0.00125451135527532 0.47561584049062
68 Ndufs3 ENSMUSG00000005510.9 transcript 133242 5.16124103086713 0.00125622044884954 0.47561584049062
69 Sympk ENSMUSG00000023118.15 transcript 207394 5.63708254212028 0.00130093131702513 0.47561584049062
70 . NONMMUG000706.2 transcript 4292 30.9435754577744 0.00131099899777287 0.47561584049062
71 Tceal8 ENSMUSG00000051579.10 transcript 261527 0.17374050540057 0.00132546919607623 0.47561584049062
72 . NONMMUG020078.2 transcript 115424 10.3758986035598 0.0013433518775825 0.47561584049062
73 . NONMMUG005048.2 transcript 30616 0.236794598478966 0.00134573474247346 0.47561584049062
74 Il4ra ENSMUSG00000030748.9 transcript 221423 0.301314617762151 0.00140982446909321 0.490759532207639
75 Orai2 ENSMUSG00000039747.11 transcript 188038 0.172505954165076 0.00142662654711523 0.490759532207639
76 Snip1 ENSMUSG00000050213.6 transcript 168411 0.286738192818589 0.00148319871956726 0.503506933747832
77 . NONMMUG035969.2 transcript 198923 0.0764587169002171 0.00150688019896017 0.504902716015226
78 . NONMMUG032592.2 transcript 179448 8.38849450991413 0.00154414165592143 0.510754547727857
79 Add2 ENSMUSG00000030000.10 transcript 198163 0.352481184136093 0.00160954646914235 0.525649353213579
80 RP24-234J3.2 ENSMUSG00000091931.5 transcript 55685 0.106088541709127 0.00167595504182194 0.540495500987576
81 Mroh1 ENSMUSG00000022558.16 transcript 87486 2.88439478079896 0.00173956769540218 0.550269209020256
82 . NONMMUG010663.2 transcript 61242 0.222842237275927 0.00176440131394939 0.550269209020256
83 . NONMMUG039461.2 transcript 222810 0.0773248543419355 0.00177024590498764 0.550269209020256
84 Isoc2a ENSMUSG00000086784.2 transcript 205660 5.01439282112028 0.00186150753988379 0.570635618789472
85 . NONMMUG032055.2 transcript 176059 3.3349947974923 0.00189504835603227 0.570635618789472
86 Adss ENSMUSG00000015961.8 transcript 15186 0.0839253871775064 0.00190211872929824 0.570635618789472
87 . NONMMUG022464.2 transcript 127053 16.905082247013 0.00194725396217399 0.576699253711108
88 Hnrnpm ENSMUSG00000059208.14 transcript 104960 25.0579639065639 0.00199028021148084 0.576699253711108
89 Rps9 ENSMUSG00000006333.14 transcript 205346 0.012297336797635 0.00205699339668797 0.576699253711108
90 . NONMMUG022781.2 transcript 128779 2.38486299960898 0.00207180017567565 0.576699253711108
91 P4ha2 ENSMUSG00000018906.14 transcript 35581 3.08699826187345 0.00212930866425776 0.576699253711108
92 . NONMMUG042605.2 transcript 242998 0.440361449638095 0.00213694243360885 0.576699253711108
93 . NONMMUG005904.2 transcript 34541 3.20715581457919 0.00214374842749665 0.576699253711108
94 RP23-359F12.1 ENSMUSG00000021185.16 transcript 55482 2.72752631948977 0.0021486665950381 0.576699253711108
95 . NONMMUG023589.2 transcript 132027 0.176642006838785 0.00215901440440414 0.576699253711108
96 Imp4 ENSMUSG00000026127.13 transcript 2093 0.42419020972673 0.00218794351703 0.576699253711108
97 Ptpn21 ENSMUSG00000021009.15 transcript 55128 2.16862000520048 0.00219728526279983 0.576699253711108
98 Lamp2 ENSMUSG00000016534.15 transcript 256243 4.30622233890125 0.00223123117017809 0.576699253711108
99 Dsel ENSMUSG00000038702.6 transcript 8981 15.7439530552056 0.00224057517216036 0.576699253711108
100 . NONMMUG012931.2 transcript 75979 4.73465003281742 0.00226183478953623 0.576699253711108
101 Zbtb20 ENSMUSG00000022708.16 transcript 96956 0.286795550644727 0.00226962693994437 0.576699253711108
102 . NONMMUG000589.2 transcript 3671 0.126897721113424 0.00228911563843326 0.576699253711108
103 Rhox5 ENSMUSG00000095180.8 transcript 256184 0.222656116299061 0.00232568438855063 0.576699253711108
104 Arl4a ENSMUSG00000047446.18 transcript 50422 0.123116222386224 0.00233538135565159 0.576699253711108
105 Ndufs3 ENSMUSG00000005510.9 transcript 133241 0.0499716922431357 0.00237803782482793 0.576699253711108
106 . NONMMUG032200.2 transcript 177106 3.1553135921739 0.0023919331205986 0.576699253711108
107 Sat1 ENSMUSG00000025283.15 transcript 262924 0.0511419022941963 0.0024044169102333 0.576699253711108
108 Mrps21 ENSMUSG00000054312.6 transcript 152239 0.159819880654616 0.00243335611051909 0.576699253711108
109 Smg7 ENSMUSG00000042772.15 transcript 12256 0.315459440535744 0.00243644258350817 0.576699253711108
110 . NONMMUG002495.2 transcript 14818 0.220992747424331 0.00248614607543951 0.583114261330358
111 Nek6 ENSMUSG00000026749.11 transcript 128720 0.35154370602799 0.00253965768447295 0.588820993722303
112 . NONMMUG074046.1 transcript 175020 7.77441857580058 0.00257694806250552 0.588820993722303
113 . NONMMUG005414.2 transcript 32563 3.21457853332645 0.00257894466242714 0.588820993722303
114 Prdx3 ENSMUSG00000024997.7 transcript 123827 0.227508198822673 0.00264620332755316 0.598877595183085
115 . NONMMUG034593.2 transcript 191251 10.766320691866 0.00270894357107743 0.601844520797882
116 Ufc1 ENSMUSG00000062963.10 transcript 14391 0.131805957906686 0.00272600825920577 0.601844520797882
117 RP23-18G1.1 ENSMUSG00000063754.7 transcript 120840 0.396650871758083 0.00272929491989737 0.601844520797882
118 . NONMMUG024034.2 transcript 134496 3.74032239389929 0.0028112478421024 0.614662663781712
119 . NONMMUG088972.1 transcript 39691 3.03794441830272 0.002876952302308 0.623742599996188
120 Knstrn ENSMUSG00000027331.15 transcript 135730 5.23393409443292 0.00290719831103448 0.624046626219525
121 Ctsz ENSMUSG00000016256.10 transcript 142979 0.187687753217207 0.00292673030126211 0.624046626219525
122 Serpinb1a ENSMUSG00000044734.16 transcript 61072 0.301627296059827 0.002973928921854 0.628912837572403
123 Ndufb9 ENSMUSG00000022354.4 transcript 85846 0.131929765496498 0.00304158150470779 0.629505210187678
124 . NONMMUG001959.2 transcript 11752 3.29577401778227 0.0030946679303554 0.629505210187678
125 . NONMMUG014748.2 transcript 86694 0.092763467509914 0.00311480722143576 0.629505210187678
126 Zfp46 ENSMUSG00000051351.14 transcript 170513 0.331108908586238 0.00317540258786764 0.629505210187678
127 . NONMMUG011349.2 transcript 66145 0.130340929413803 0.00320856349224719 0.629505210187678
128 . NONMMUG088544.1 transcript 33447 0.0236230064366157 0.00321911572109934 0.629505210187678
129 Ing2 ENSMUSG00000063049.4 transcript 229576 0.32966279418364 0.00323570210070145 0.629505210187678
130 Pyroxd1 ENSMUSG00000041671.13 transcript 204249 8.57065153902728 0.00323657200038552 0.629505210187678
131 Ola1 ENSMUSG00000027108.15 transcript 131155 0.0806212355831542 0.00327812446394271 0.629505210187678
132 Fam198b ENSMUSG00000027955.16 transcript 149703 2.84983275386979 0.00332995391716118 0.629505210187678
133 Cops2 ENSMUSG00000027206.13 transcript 136730 0.614096882398191 0.00333298544181304 0.629505210187678
134 Zbtb20 ENSMUSG00000022708.16 transcript 97002 0.247510854162587 0.00342101176252985 0.629505210187678
135 Ubr5 ENSMUSG00000037487.7 transcript 84550 0.0923516404671366 0.00343750122893216 0.629505210187678
136 Sltm ENSMUSG00000032212.10 transcript 246619 2.85171439013882 0.00349889422959304 0.629505210187678
137 Cpd ENSMUSG00000020841.5 transcript 39168 0.286829554930842 0.00350117919438353 0.629505210187678
138 Tm4sf1 ENSMUSG00000027800.14 transcript 148230 0.404057526426995 0.00351411137805802 0.629505210187678
139 . NONMMUG006001.2 transcript 34990 5.5689518292498 0.00351715612996073 0.629505210187678
140 Psmc1 ENSMUSG00000021178.9 transcript 55356 0.0922480561442016 0.00352037022534446 0.629505210187678
141 Mettl9 ENSMUSG00000030876.7 transcript 220958 0.15452859972264 0.00353355783577536 0.629505210187678
142 . NONMMUG042414.2 transcript 241375 14.8357434628627 0.00353790683860611 0.629505210187678
143 Ogfod1 ENSMUSG00000033009.15 transcript 234459 0.23701786605103 0.00355318223716206 0.629505210187678
144 . NONMMUG040718.2 transcript 230929 2.05769479007094 0.00355969924300559 0.629505210187678
145 . NONMMUG027034.2 transcript 150268 0.26247135249426 0.00356685052103078 0.629505210187678
146 Ttf2 ENSMUSG00000033222.16 transcript 152961 0.311257428494146 0.00361157892488007 0.629505210187678
147 Stat2 ENSMUSG00000040033.16 transcript 30531 0.0361619175031179 0.00365263180936004 0.629505210187678
148 Spred2 ENSMUSG00000045671.17 transcript 32533 2.57158167999543 0.00366748025028729 0.629505210187678
149 RP23-15J3.4 ENSMUSG00000083283.3 transcript 258380 3.09294795341859 0.00368167193322444 0.629505210187678
150 Adgrf5 ENSMUSG00000056492.6 transcript 106697 0.101527361578799 0.00371482600533835 0.629505210187678
151 . NONMMUG027509.2 transcript 153443 0.165911520155776 0.00375432017851918 0.629505210187678
152 Zfp280b ENSMUSG00000049764.8 transcript 23678 4.3576325034127 0.00378563928132336 0.629505210187678
153 S100a6 ENSMUSG00000001025.8 transcript 151445 0.0225103307773743 0.0038011127684987 0.629505210187678
154 Sdf2 ENSMUSG00000002064.10 transcript 39473 0.114590631471143 0.00381217299529835 0.629505210187678
155 . NONMMUG013851.2 transcript 81690 5.02492584425857 0.003857723758391 0.629505210187678
156 Tbc1d10a ENSMUSG00000034412.13 transcript 31364 6.31907226235077 0.00386703832855972 0.629505210187678
157 Creb3l2 ENSMUSG00000038648.5 transcript 193331 0.12303107767683 0.00388590990709803 0.629505210187678
158 . NONMMUG021358.2 transcript 121920 3.91025062853451 0.00388825083573074 0.629505210187678
159 Ntn4 ENSMUSG00000020019.4 transcript 26577 0.292763007734159 0.00391347982921642 0.629505210187678
160 . NONMMUG026282.2 transcript 145956 0.223700890544626 0.00394867933751153 0.629505210187678
161 Hsph1 ENSMUSG00000029657.15 transcript 190375 17.6863765437811 0.0039707188467768 0.629505210187678
162 . NONMMUG041781.3 transcript 237454 3.23875433221175 0.00398188814674039 0.629505210187678
163 Rps7 ENSMUSG00000061477.4 transcript 49332 5.3080455854584 0.00398716880011463 0.629505210187678
164 Camk2d ENSMUSG00000053819.16 transcript 155652 4.65454198050521 0.00400187794443319 0.629505210187678
165 Rab3gap1 ENSMUSG00000036104.12 transcript 10010 4.20324764017403 0.0040382224516049 0.629505210187678
166 Brd1 ENSMUSG00000022387.17 transcript 89869 0.180254316647849 0.00405030484074242 0.629505210187678
167 . NONMMUG007011.2 transcript 40153 3.04399166147479 0.00409531356729298 0.632689161893167
168 Eid2 ENSMUSG00000046058.7 transcript 208957 3.71388737341812 0.00428319124170962 0.657775797833977
169 . NONMMUG021388.2 transcript 122049 0.168950177255494 0.00434588981094031 0.661961154888735
170 Usp8 ENSMUSG00000027363.15 transcript 136818 0.103568087220498 0.00437430934312388 0.661961154888735
171 Dlg5 ENSMUSG00000021782.14 transcript 72476 0.155209718677741 0.00443966875862412 0.661961154888735
172 . NONMMUG024688.2 transcript 137517 5.69373467663027 0.00446297053306155 0.661961154888735
173 Spata6 ENSMUSG00000034401.16 transcript 166571 0.468849669637193 0.00446500549184492 0.661961154888735
174 . NONMMUG085075.1 transcript 248198 3.36109170171662 0.00447127999079233 0.661961154888735
175 Ddx52 ENSMUSG00000020677.7 transcript 40333 0.373013402223012 0.00454718332202941 0.661961154888735
176 . NONMMUG023951.2 transcript 134104 8.72442985890197 0.00455564240048445 0.661961154888735
177 Stard3nl ENSMUSG00000003062.13 transcript 59656 0.33576703432253 0.00456321746726651 0.661961154888735
178 Dynlt1a ENSMUSG00000092074.1 transcript 101348 0.157694679054724 0.00460068778343237 0.661961154888735
179 . NONMMUG007853.2 transcript 44189 5.97229126242 0.00462413481963031 0.661961154888735
180 Mterf1a ENSMUSG00000040429.6 transcript 173990 0.382885518135172 0.00462468017601814 0.661961154888735
181 Arhgap12 ENSMUSG00000041225.16 transcript 111454 2.25494551853896 0.00465368751850304 0.661961154888735
182 . NONMMUG000075.2 transcript 553 2.88635897247642 0.00466964845696705 0.661961154888735
183 Tinagl1 ENSMUSG00000028776.14 transcript 169314 0.289072070026344 0.0047658681907693 0.669098897244832
184 . NONMMUG044007.2 transcript 252146 0.174560325363075 0.00478517675673629 0.669098897244832
185 . NONMMUG024004.2 transcript 134357 2.57837294622902 0.00480193158533471 0.669098897244832
186 Atf4 ENSMUSG00000042406.8 transcript 88596 38.0799389070616 0.00482373623595111 0.669098897244832
187 St6galnac1 ENSMUSG00000009588.9 transcript 45663 3.509803862966 0.0048556215407356 0.66991997727796
188 . NONMMUG038210.2 transcript 214186 13.7515787343105 0.00489155752305437 0.671288213270227
189 . NONMMUG039139.2 transcript 220536 3.56023492062134 0.00500311513375107 0.679367895913471
190 . NONMMUG026851.2 transcript 149367 4.16125070280689 0.00500927481519831 0.679367895913471
191 Nov ENSMUSG00000037362.8 transcript 85495 0.309530229121168 0.00503901797708384 0.679367895913471
192 Wipi1 ENSMUSG00000041895.15 transcript 44577 0.315929364329845 0.00505576108586769 0.679367895913471
193 . NONMMUG002405.2 transcript 14239 7.70031450045282 0.00518354816870437 0.686114022429147
194 Commd7 ENSMUSG00000056941.17 transcript 139681 0.169963657758016 0.00520544596091499 0.686114022429147
195 AC092855.1 ENSMUSG00000038543.13 transcript 152257 0.14839775442707 0.00522730993041998 0.686114022429147
196 . NONMMUG012035.2 transcript 70139 8.48401499178621 0.0052365670934299 0.686114022429147
197 Kmt2e ENSMUSG00000029004.15 transcript 175269 0.0788587707003786 0.00524444331000917 0.686114022429147
198 Pak3 ENSMUSG00000031284.16 transcript 262077 0.26233608153469 0.00526552621864229 0.686114022429147
199 Cdk12 ENSMUSG00000003119.14 transcript 42390 0.473143253460821 0.00530008625510581 0.687146861214723
200 . NONMMUG092117.1 transcript 130683 0.223389833708009 0.00546366113085039 0.702006355083729
201 Hnrnph3 ENSMUSG00000020069.16 transcript 22402 2.60055582259203 0.00555116324422322 0.702006355083729
202 Akap13 ENSMUSG00000066406.15 transcript 215499 2.38225278437547 0.0055579658785303 0.702006355083729
203 Use1 ENSMUSG00000002395.14 transcript 231848 0.310537856880432 0.00556773028467838 0.702006355083729
204 Susd6 ENSMUSG00000021133.9 transcript 53494 9.99042232580133 0.00557710734543082 0.702006355083729
205 Prc1 ENSMUSG00000038943.16 transcript 215969 0.170266585101201 0.00557795747256451 0.702006355083729
206 . NONMMUG026515.2 transcript 147565 3.83677366675042 0.00566598343868008 0.707385331646691
207 Mrpl51 ENSMUSG00000030335.6 transcript 202409 0.286146150495532 0.00567553347483973 0.707385331646691
208 Commd7 ENSMUSG00000056941.17 transcript 139682 6.18149554215599 0.00579969778049505 0.719385590080636
209 Ubb ENSMUSG00000019505.7 transcript 36889 0.0208287660616279 0.00586633702391737 0.723069977528936
210 . NONMMUG019656.2 transcript 113416 7.1607436037931 0.00588545330546808 0.723069977528936
211 . NONMMUG042277.2 transcript 240638 0.242843438001747 0.00592571055901425 0.723599596906902
212 Ccnt2 ENSMUSG00000026349.14 transcript 9995 0.372379122110744 0.00598298251433182 0.723599596906902
213 Cep55 ENSMUSG00000024989.14 transcript 121639 0.320402344276874 0.00599524735522261 0.723599596906902
214 Zbtb20 ENSMUSG00000022708.16 transcript 97001 0.260898872847481 0.00602071186735709 0.723599596906902
215 Ezr ENSMUSG00000052397.8 transcript 101389 0.391418310445026 0.00605316190188376 0.723599596906902
216 Chst14 ENSMUSG00000074916.5 transcript 135758 0.346211149718538 0.0061585213276687 0.723599596906902
217 Cdk17 ENSMUSG00000020015.10 transcript 26513 5.51468245758949 0.00615956031436271 0.723599596906902
218 Mir1931 ENSMUSG00000089214.1 transcript 26508 8.64752819788129 0.00622093141171964 0.723599596906902
219 Arpc5 ENSMUSG00000008475.13 transcript 12244 0.372843215521355 0.00626944454512912 0.723599596906902
220 . NONMMUG014006.2 transcript 82426 4.02004421680624 0.00627521467535241 0.723599596906902
221 RP23-116G17.4 ENSMUSG00000067719.5 transcript 175519 0.0767727001485006 0.00629077018600421 0.723599596906902
222 Sigmar1 ENSMUSG00000036078.16 transcript 161104 0.232200531133446 0.00633428078493004 0.723599596906902
223 Dctn5 ENSMUSG00000030868.6 transcript 221097 0.186808482715433 0.00635406657877091 0.723599596906902
224 . NONMMUG022450.2 transcript 126999 0.0878615484050096 0.00637448505638627 0.723599596906902
225 Tanc1 ENSMUSG00000035168.16 transcript 129880 0.181393219083473 0.00638001183933323 0.723599596906902
226 . NONMMUG093819.1 transcript 186743 0.317993887132968 0.00639320250068143 0.723599596906902
227 Chmp5 ENSMUSG00000028419.5 transcript 160935 0.11838892602163 0.00643560907958896 0.723599596906902
228 Nsrp1 ENSMUSG00000037958.13 transcript 39210 12.674463850228 0.00644472998143386 0.723599596906902
229 . NONMMUG008300.2 transcript 46423 0.13865107857983 0.00644653361235126 0.723599596906902
230 Skil ENSMUSG00000027660.16 transcript 145984 0.310395173021249 0.006450694080953 0.723599596906902
231 . NONMMUG004648.2 transcript 27915 0.349256460793173 0.00654249914321769 0.728875079626577
232 Pole3 ENSMUSG00000028394.9 transcript 163255 0.220770442272573 0.00659298273468512 0.728875079626577
233 Hmox2 ENSMUSG00000004070.15 transcript 92700 0.206176951713978 0.00660379514798382 0.728875079626577
234 Ap2b1 ENSMUSG00000035152.14 transcript 40216 0.437913697244181 0.00661072746638058 0.728875079626577
235 . NONMMUG000865.2 transcript 5019 0.0823895886344371 0.00671901630133043 0.737662215209894
236 . NONMMUG089518.1 transcript 55993 0.111896439158633 0.00690666556416786 0.755050726930215
237 Katnal1 ENSMUSG00000041298.15 transcript 190116 0.219904676096413 0.00695193625609214 0.756793060789777
238 Ulbp1 ENSMUSG00000079685.10 transcript 17549 0.204319064072889 0.00698918285114924 0.757132265351659
239 . NONMMUG006147.2 transcript 35683 3.12896884802782 0.00702496408832454 0.757132265351659
240 Hnrnpm ENSMUSG00000059208.14 transcript 104961 0.0499591211350958 0.00710619685002756 0.757132265351659
241 . NONMMUG004742.2 transcript 28576 0.286334081254136 0.00711652689394815 0.757132265351659
242 . NONMMUG001025.2 transcript 5919 0.280166224372842 0.00716555971716848 0.757132265351659
243 Ttc7b ENSMUSG00000033530.8 transcript 55424 6.03332502388183 0.0071787876879581 0.757132265351659
244 Arhgef28 ENSMUSG00000021662.10 transcript 68393 3.37592386010733 0.00718043093896503 0.757132265351659
245 . NONMMUG015302.2 transcript 90466 0.11660661097322 0.00718982189965722 0.757132265351659
246 Nap1l1 ENSMUSG00000058799.15 transcript 28142 0.228245403415498 0.00726002851865615 0.761417625127352
247 Fbl ENSMUSG00000046865.7 transcript 208937 12.5771083787451 0.0073640241925349 0.767462690132469
248 . NONMMUG010149.2 transcript 58165 0.263772115248041 0.00739298617926254 0.767462690132469
249 . NONMMUG039942.2 transcript 226319 2.77883171056159 0.00740690735825522 0.767462690132469
250 Rqcd1 ENSMUSG00000026174.9 transcript 5928 0.549511340140968 0.00750379912498789 0.768192156693414
251 . NONMMUG063793.1 transcript 103805 2.9750917211965 0.00750447053631942 0.768192156693414
252 . NONMMUG048429.1 transcript 5808 2.63866865948304 0.00751943298766933 0.768192156693414
253 Ggps1 ENSMUSG00000021302.10 transcript 59217 0.668851504505422 0.00755989117151423 0.768192156693414
254 RP23-189L19.6 ENSMUSG00000062753.13 transcript 103952 0.288091545269361 0.00762242849344941 0.768192156693414
255 Faf1 ENSMUSG00000010517.7 transcript 166490 8.10020502550684 0.00764778817187417 0.768192156693414
256 C1d ENSMUSG00000000581.8 transcript 32341 0.381914055795278 0.00771341240594703 0.768192156693414
257 Ephx1 ENSMUSG00000038776.13 transcript 15639 0.222833900869026 0.00776353225659254 0.768192156693414
258 Acot13 ENSMUSG00000006717.7 transcript 60476 0.197582662871537 0.00779125579021822 0.768192156693414
259 March7 ENSMUSG00000026977.17 transcript 129946 0.215447808678025 0.00782061514201726 0.768192156693414
260 . NONMMUG012933.2 transcript 75999 0.248792685846602 0.00784456706802739 0.768192156693414
261 . NONMMUG034119.2 transcript 188629 0.336616925011329 0.00789673213864939 0.768192156693414
262 Imp3 ENSMUSG00000032288.9 transcript 244606 0.123934278404045 0.00793660770768778 0.768192156693414
263 RP24-414G20.1 ENSMUSG00000086804.8 transcript 192854 5.35779941972128 0.00796013300680642 0.768192156693414
264 Rps23 ENSMUSG00000049517.8 transcript 67698 0.0308358402504051 0.00796957730199988 0.768192156693414
265 Cd44 ENSMUSG00000005087.17 transcript 134234 0.282953259201612 0.00797442144792326 0.768192156693414
266 Sav1 ENSMUSG00000021067.8 transcript 52157 6.80817416822632 0.00797631957199041 0.768192156693414
267 Tet3 ENSMUSG00000034832.15 transcript 197654 0.378162298020327 0.00801599507551842 0.768192156693414
268 RP23-386E10.7 ENSMUSG00000050538.8 transcript 42321 0.153836138540162 0.00805517685077861 0.768192156693414
269 Smarcc2 ENSMUSG00000025369.15 transcript 30608 0.358862987550411 0.00806266492550234 0.768192156693414
270 . NONMMUG096035.1 transcript 243950 0.0875550036401821 0.00806782963900787 0.768192156693414
271 Tle3 ENSMUSG00000032280.16 transcript 245453 0.239118521760276 0.00812516292452492 0.768192156693414
272 . NONMMUG014919.2 transcript 88092 3.4325389238088 0.00813505754655353 0.768192156693414
